Simulator,Sans molar ratios
1.7392946098531996,2.5761288149016246
1.5204286532742637,2.3588184884616306
1.4596245416573115,2.2798589382852827
1.4320311844348907,2.244690843990871
1.416926120008741,2.2240610803876604
1.4045098296233587,2.214632885796683
1.39627947977611,2.2004854593958174
1.3799640110560827,2.1939591680254256
1.3694931268692017,2.185207494667598
1.3679493112223489,2.1738843577248708
1.3592893396105086,2.171435841492244
1.352708854845592,2.1639594605990817
1.3471063247748785,2.1521772486822948
1.3389964146273476,2.1547423941748485
1.3371922288622176,2.1434586133275713
1.3338050288813454,2.1401627319199696
1.3209557362965174,2.136246519429343
1.315428967986788,2.132990837097168
1.3132424652576447,2.1285924315452576
1.3015551907675607,2.1162438648087636
1.3008332252502441,2.117607533931732
1.290351105587823,2.106772175856999
1.2875006539481026,2.099213591643742
1.2729717663356237,2.090328480516161
1.2700334233897073,2.0803331434726715
1.2614226341247559,2.0840146328721727
1.2550083271094732,2.062881512301309
1.2506896640573228,2.060156617845808
1.230302176305226,2.0452540048531125
1.2253115049430303,2.026225371020181
1.2226809901850564,2.015876603978021
1.2071539291313715,2.0053635239601135
1.1953281845365251,1.9875852465629578
1.1903839196477617,1.9837781361171178
1.1829216139657157,1.9698034524917603
1.1723345518112183,1.9558614024094172
1.1635884855474745,1.9419640387807573
1.1503766136510032,1.9324613128389632
1.1496947194848741,1.913657090493611
1.135934944663729,1.9035048059054784
1.1281302954469408,1.895129599741527
1.1387100390025549,1.8731766300542014
1.1127560819898332,1.8606960049697332
1.112717377288001,1.8547439106873103
1.1037144703524453,1.8341244459152222
1.0912715047597885,1.8049734916005815
1.0913336958203996,1.7967870278017861
1.0856767062629973,1.7837842830589838
1.079554715326854,1.759524405002594
1.068301918251174,1.7327369025775365
1.0667185591799873,1.7188075397695814
1.061276987195015,1.701422542333603
1.061005869082042,1.6670837232044764
1.0475645576204573,1.6444748384611947
1.0428683757781982,1.627884064401899
1.0428751451628548,1.6025237441062927
1.034957887870925,1.5888908505439758
1.028856405190059,1.5747800086225783
1.0223854290587562,1.5405841980661665
1.0242956961904253,1.5174513629504613
1.0157819092273712,1.5007067493030004
1.0069954374006815,1.4983903637954168
1.009459682873317,1.472111655133111
0.998933555824416,1.4601947792938776
0.9914551036698478,1.449115855353219
0.9924926630088261,1.441805009331022
0.9868201741150447,1.4357581734657288
0.9863262836422239,1.412620220865522
0.977504306605884,1.411899881703513
0.9693542080266135,1.3853086956909724
0.9709515741893223,1.4009199738502502
0.9673176109790802,1.3870847821235657
0.9616524747439793,1.3758781552314758
0.9546574354171753,1.361463155065264
0.9558472079890115,1.3660505201135362
0.9505486296755927,1.3596440596239907
0.9417435697146824,1.3436631049428667
0.9438122447047915,1.3346154391765594
0.9391964397260121,1.3275148996285029
0.9302924935306821,1.3279289432934351
0.9301157125404903,1.316247467483793
0.9354319146701268,1.3148761306490218
0.9234663120337895,1.2967841838087355
0.9156821838447026,1.3116838932037354
0.9210155414683479,1.2735746502876282
0.9085704556533268,1.2961452518190657
0.9164113828114101,1.26749820794378
0.9133044459990093,1.266129038163594
0.9016103808368955,1.264469781092235
0.9068427043301719,1.2732628285884857
0.9034969572510038,1.2482055510793413
0.8931334061282021,1.2556052378245763
0.8962647914886475,1.2358093517167228
0.8883586547204426,1.2425741255283356
0.8885905146598816,1.2250433777059828
0.8790347384555,1.217569772686277
0.8982181655509132,1.2265017671244485
0.8715797811746597,1.2154589678559984
0.8788158148527145,1.2201600883688246
0.8684064724615642,1.1932092905044556
0.8819911032915115,1.2053602039813995
0.8675770206110818,1.184407461966787
0.8761756994894573,1.2002962018762315
0.863044336438179,1.1717901762042726
0.8654035862003054,1.1751111788409097
0.8612828637872424,1.1760889674936021
0.8556326563869204,1.169896628175463
0.860307902097702,1.1789833477565221
0.8559590578079224,1.1584542776857103
0.8479250818490982,1.1537488954407829
0.8484048758234296,1.1530558850084032
0.847049395952906,1.1459204724856786
0.8538211754390171,1.1367743909358978
0.8456577062606812,1.1461864965302604
0.8380387255123684,1.1208349402461733
0.8345667826277869,1.1342659401042121
0.8407404656921115,1.137526199221611
0.8335273840597698,1.1198124821696962
0.8379667614187513,1.1253889841692788
0.8337957561016083,1.1072518953255244
0.8316761553287506,1.112796010715621
0.8283949707235608,1.0932313480547495
0.8291659887347903,1.0817554486649377
0.8240353124482291,1.1072033856596266
0.8180566195930753,1.0688459362302507
0.8271256131785256,1.0984918070690972
0.8136252292564937,1.091413316982133
0.8211430140904018,1.078658150775092
0.8137472569942474,1.0665985367127828
0.8099006158964974,1.0644091729606902
0.8149521095412118,1.0618548946721214
0.8145920293671745,1.0689059176615305
0.8112771617514747,1.0525127266134535
0.8088219123227256,1.032079660466739
0.8016139013426644,1.0541723668575287
0.8089706727436611,1.0238477396113532
0.8058426699468068,1.0350452193192072
0.799918498311724,1.0325660705566406
0.7981572789805276,1.0212450729949134
0.7987843390022006,1.0200256322111403
0.80019682432924,1.0178089929478509
0.7915921296392169,1.017606000815119
0.7931499587638038,0.9881281107664108
0.7927162902695792,0.9967133360249656
0.7954064990792956,1.0085560807159968
0.7887879014015198,1.0073655098676682
0.7899216988257,0.9913863922868457
0.7918738020317895,0.9924889185598919
0.7800698450633458,0.9873592193637576
0.7897377950804574,0.973672845533916
0.7818153585706439,0.982640973159245
0.7840311803988048,0.9818585174424308
0.7813084423542023,0.9744661982570376
0.7835523102964673,0.9670281601803643
0.7732672074011394,0.9596864070211139
0.7788090471710477,0.9622279192720141
0.7708986933742251,0.9496651696307319
0.7778535336256027,0.9448616802692413
0.7804915521826062,0.9473640876156944
0.7667899642671857,0.9475484298808234
0.7719802217824119,0.9424753380673272
0.7680767135960715,0.938604229262897
0.7743775738137109,0.9510623152766909
0.7670170728649411,0.9352202011006219
0.7584070031132016,0.943638991032328
0.7681460380554199,0.9271204918622971
0.760395986693246,0.9153097995689937
0.763323479465076,0.9303726745503289
0.76032455265522,0.8985770025423595
0.7656941946063723,0.9257581979036331
0.7562468030623027,0.8992926180362701
0.7512070834636688,0.924614137836865
0.7646046791757856,0.9105032277958733
0.7592594559703555,0.8940206617116928
0.7536505162715912,0.8867901819092887
0.7469528274876731,0.8881172580378396
0.7513611635991505,0.8945357778242656
0.7488960666315896,0.8728424395833697
0.7502606574978147,0.8934293325458255
0.743629304426057,0.8926539953265872
0.7524692990950176,0.8717066837208611
0.7487554763044629,0.8692407778331211
0.7406870148011616,0.8743287665503365
0.7474943591015679,0.860454865864345
0.7398802212306431,0.8629673251083919
0.7441347241401672,0.8630021065473557
0.7403418272733688,0.863700134413583
0.7310099261147636,0.8546733345304217
0.7387295429195676,0.8483606364045825
0.7396717284406934,0.8580298870801926
0.7360363964523587,0.8469775319099426
0.7326738366058895,0.8430429739611489
0.7316836714744568,0.8435670201267514
0.72687109879085,0.8382143527269363
0.7312615492514202,0.8356237709522247
0.7311096468142101,0.8225452474185398
0.7306730300188065,0.8346092168773923
0.7288734167814255,0.8369539933545249
0.7240433437483651,0.8210586479731968
0.7283486404589244,0.8246376833745411
0.7214235301528659,0.8223003425768444
0.7174584184374128,0.8279775934559959
0.7292179827179227,0.8182966432401112
0.7195492429392678,0.8007073551416397
0.7195676331009183,0.8147993747677121
0.7211968089853015,0.8168131198201861
0.7152101908411298,0.8100426090615136
0.7107756904193333,0.7936071498053414
0.7092940594468798,0.8063431573765618
0.7163808069058827,0.7978436521121434
0.7123966898236956,0.8014050338949475
0.7131412731749671,0.7958196529320308
0.7116202648196902,0.7791790664196014
0.7080248977456775,0.7889009628977094
0.7085637109620231,0.7837279545409339
0.7037041804620198,0.7766771231378827
0.7057845592498779,0.7856836467981339
0.7031582891941071,0.775793235216822
0.6985835411718914,0.7858357897826603
0.7033013041530337,0.7714491763285228
0.6968589723110199,0.7776180016142982
0.6986609335456576,0.7686724641493389
0.7035052669899804,0.7695875338145665
0.6960649383919579,0.7788344344922474
0.6919141049895968,0.787063038774899
0.6926087822232928,0.7599528708628246
0.6950368391616004,0.7504958872284208
0.6909689349787576,0.7575170227459499
0.6927794516086578,0.7742511630058289
0.6899479670183999,0.7530667568956103
0.6868171564170292,0.7544176940407071
0.6888059484107154,0.7609563640185765
0.6833060383796692,0.7444792134421212
0.6852806700127465,0.7402348922831672
0.6806000833000455,0.7461835273674556
0.6860902245555606,0.753639389361654
0.680042354123933,0.7451568714209965
0.6881205780165536,0.7408989518880844
0.6757511879716601,0.7246748762471336
0.68181426184518,0.7297229085649762
0.6847918438059943,0.741613547716822
0.6702275191034589,0.7487234728676933
0.6786402378763471,0.7246483096054622
0.6758970362799508,0.7252476555960519
0.6732315570116043,0.7329994142055511
0.6734496993677956,0.7274571167571204
0.6724296297345843,0.7159293975148883
0.6710221618413925,0.7387046005044665
0.6696082034281322,0.7077049378837857
0.665201974766595,0.7166466500077929
